500 36.4441 28 4
500.5 32.7339 28 4
501 29.6423 28 4
501.5 27.0423 28 4
502 24.839 28 4
502.5 22.9659 28 4
503 21.4572 28 5
503.5 20.2509 28 5
504 19.5936 5 77
504.5 19.9524 5 79
505 20.3081 5 81
505.5 20.7366 5 82
506 21.1635 5 84
506.5 21.6698 5 87
507 22.192 5 88
507.5 22.7341 5 88
508 23.2886 6 94
508.5 24.0588 6 94
509 24.8119 7 96
509.5 25.6935 7 97
510 26.6041 8 99
510.5 27.6102 8 99
511 28.6069 10 102
511.5 29.8136 11 103
512 31.0886 11 103
512.5 32.4759 12 104
513 33.9027 14 106
513.5 35.5378 14 106
514 37.3168 17 108
514.5 39.2438 17 108
515 41.2799 22 110
515.5 43.5976 22 110
516 46.0483 22 110
516.5 48.6034 22 110
517 51.2219 22 110
517.5 53.8893 22 110
518 56.5888 22 110
518.5 59.5894 25 111
519 62.6927 25 111
519.5 65.8213 29 111
520 68.9544 29 111
520.5 72.019 29 111
521 74.9521 29 111
521.5 77.6993 29 111
522 80.1277 29 111
522.5 82.1882 29 111
523 84.2007 28 112
523.5 86.0006 28 112
524 87.0046 28 112
524.5 87.0847 28 112
525 85.8849 28 112
525.5 83.1304 28 112
526 78.5252 28 112
526.5 71.9779 28 112
527 63.9573 28 112
527.5 55.8226 28 112
528 48.7836 28 112
528.5 42.9378 28 112
529 38.0963 28 112
529.5 34.0755 28 112
530 30.7424 28 112
530.5 27.9256 28 112
531 25.5454 28 112
531.5 23.5604 28 112
532 21.9158 28 111
532.5 20.6012 28 111
533 19.4669 28 111
533.5 19.7814 5 38
534 20.135 5 36
534.5 20.565 5 35
535 20.9658 5 33
535.5 21.4255 5 29
536 21.9736 5 28
536.5 22.5053 5 28
537 23.0327 5 27
537.5 23.732 6 22
538 24.4855 6 22
538.5 25.3323 7 19
539 26.2605 8 17
539.5 27.2185 8 17
540 28.1924 8 17
540.5 29.3912 11 13
541 30.6574 12 12
541.5 32.0168 12 12
542 33.4576 14 10
542.5 35.0797 15 9
543 36.8871 17 8
543.5 38.7967 17 8
544 40.7983 17 8
544.5 43.0502 22 6
545 45.4897 22 6
545.5 47.9863 22 6
546 50.6021 22 6
546.5 53.2658 22 6
547 55.9654 22 6
547.5 58.8395 25 5
548 61.9275 25 5
548.5 65.0485 29 5
549 68.2078 29 5
549.5 71.2875 29 5
550 74.2853 29 5
550.5 77.0982 29 5
551 79.6613 29 5
551.5 81.8806 29 5
552 83.8533 28 4
552.5 85.8857 28 4
553 87.2438 28 4
553.5 87.7315 28 4
554 87.1044 28 4
554.5 85.0246 28 4
555 81.2271 28 4
555.5 75.5268 28 4
556 67.9967 28 4
